
=====================================
Problem:rosenbrock,  Algorithm:steepestbacktrack,  Initation:( 2.000  4.000 )'
=====================================
Iter  	gnorm     	alpha       x     
374   	1.164e+00 	9.766e-04 	( 1.949e+00  3.800e+00 )
375   	5.216e-01 	2.441e-04 	( 1.948e+00  3.800e+00 )
376   	6.744e-01 	9.766e-04 	( 1.949e+00  3.800e+00 )
377   	1.144e+00 	9.766e-04 	( 1.949e+00  3.799e+00 )
378   	5.197e-01 	2.441e-04 	( 1.948e+00  3.799e+00 )
379   	6.675e-01 	9.766e-04 	( 1.948e+00  3.799e+00 )
380   	1.125e+00 	9.766e-04 	( 1.948e+00  3.798e+00 )
381   	5.178e-01 	2.441e-04 	( 1.948e+00  3.798e+00 )
382   	6.608e-01 	9.766e-04 	( 1.948e+00  3.798e+00 )
383   	1.106e+00 	9.766e-04 	( 1.948e+00  3.797e+00 )
384   	5.161e-01 	2.441e-04 	( 1.948e+00  3.797e+00 )
385   	6.544e-01 	9.766e-04 	( 1.948e+00  3.797e+00 )
386   	1.088e+00 	9.766e-04 	( 1.948e+00  3.796e+00 )
387   	5.144e-01 	2.441e-04 	( 1.947e+00  3.796e+00 )
388   	6.483e-01 	9.766e-04 	( 1.948e+00  3.796e+00 )
389   	1.070e+00 	9.766e-04 	( 1.948e+00  3.795e+00 )
390   	5.128e-01 	2.441e-04 	( 1.947e+00  3.795e+00 )
391   	2.400e+00 	3.906e-03 	( 1.947e+00  3.795e+00 )
392   	6.829e-01 	2.441e-04 	( 1.948e+00  3.793e+00 )
393   	1.166e+00 	9.766e-04 	( 1.947e+00  3.793e+00 )
394   	5.220e-01 	2.441e-04 	( 1.946e+00  3.792e+00 )
395   	6.762e-01 	9.766e-04 	( 1.947e+00  3.792e+00 )
396   	1.147e+00 	9.766e-04 	( 1.947e+00  3.792e+00 )
397   	5.202e-01 	2.441e-04 	( 1.946e+00  3.791e+00 )
398   	6.697e-01 	9.766e-04 	( 1.946e+00  3.791e+00 )
399   	1.129e+00 	9.766e-04 	( 1.947e+00  3.791e+00 )
400   	5.184e-01 	2.441e-04 	( 1.946e+00  3.790e+00 )
401   	6.635e-01 	9.766e-04 	( 1.946e+00  3.790e+00 )
402   	1.112e+00 	9.766e-04 	( 1.946e+00  3.790e+00 )
403   	5.168e-01 	2.441e-04 	( 1.946e+00  3.789e+00 )
404   	6.575e-01 	9.766e-04 	( 1.946e+00  3.789e+00 )
405   	1.095e+00 	9.766e-04 	( 1.946e+00  3.789e+00 )
406   	5.152e-01 	2.441e-04 	( 1.945e+00  3.788e+00 )
407   	6.517e-01 	9.766e-04 	( 1.946e+00  3.788e+00 )
408   	1.079e+00 	9.766e-04 	( 1.946e+00  3.788e+00 )
409   	5.136e-01 	2.441e-04 	( 1.945e+00  3.787e+00 )
410   	6.461e-01 	9.766e-04 	( 1.945e+00  3.787e+00 )
411   	1.063e+00 	9.766e-04 	( 1.945e+00  3.787e+00 )
412   	5.122e-01 	2.441e-04 	( 1.945e+00  3.786e+00 )
413   	2.393e+00 	3.906e-03 	( 1.945e+00  3.786e+00 )
414   	6.842e-01 	2.441e-04 	( 1.945e+00  3.784e+00 )
415   	1.167e+00 	9.766e-04 	( 1.945e+00  3.784e+00 )
416   	5.224e-01 	2.441e-04 	( 1.944e+00  3.784e+00 )
417   	6.780e-01 	9.766e-04 	( 1.945e+00  3.784e+00 )
418   	1.150e+00 	9.766e-04 	( 1.945e+00  3.783e+00 )
419   	5.207e-01 	2.441e-04 	( 1.944e+00  3.783e+00 )
420   	6.720e-01 	9.766e-04 	( 1.944e+00  3.783e+00 )
421   	1.134e+00 	9.766e-04 	( 1.944e+00  3.782e+00 )
422   	5.191e-01 	2.441e-04 	( 1.944e+00  3.782e+00 )
423   	6.663e-01 	9.766e-04 	( 1.944e+00  3.782e+00 )
424   	1.118e+00 	9.766e-04 	( 1.944e+00  3.781e+00 )
425   	5.175e-01 	2.441e-04 	( 1.944e+00  3.781e+00 )
426   	6.607e-01 	9.766e-04 	( 1.944e+00  3.781e+00 )
427   	1.102e+00 	9.766e-04 	( 1.944e+00  3.780e+00 )
428   	5.160e-01 	2.441e-04 	( 1.943e+00  3.780e+00 )
429   	6.554e-01 	9.766e-04 	( 1.943e+00  3.780e+00 )
430   	1.087e+00 	9.766e-04 	( 1.944e+00  3.779e+00 )
431   	5.146e-01 	2.441e-04 	( 1.943e+00  3.779e+00 )
432   	6.502e-01 	9.766e-04 	( 1.943e+00  3.779e+00 )
433   	1.072e+00 	9.766e-04 	( 1.943e+00  3.778e+00 )
434   	5.132e-01 	2.441e-04 	( 1.943e+00  3.778e+00 )
435   	6.452e-01 	9.766e-04 	( 1.943e+00  3.778e+00 )
436   	1.058e+00 	9.766e-04 	( 1.943e+00  3.777e+00 )
437   	5.118e-01 	2.441e-04 	( 1.943e+00  3.777e+00 )
438   	2.395e+00 	3.906e-03 	( 1.943e+00  3.777e+00 )
439   	6.873e-01 	2.441e-04 	( 1.943e+00  3.775e+00 )
440   	1.173e+00 	9.766e-04 	( 1.942e+00  3.775e+00 )
441   	5.233e-01 	2.441e-04 	( 1.942e+00  3.774e+00 )
442   	6.816e-01 	9.766e-04 	( 1.942e+00  3.774e+00 )
443   	1.158e+00 	9.766e-04 	( 1.942e+00  3.774e+00 )
444   	5.217e-01 	2.441e-04 	( 1.942e+00  3.773e+00 )
445   	6.762e-01 	9.766e-04 	( 1.942e+00  3.773e+00 )
446   	1.143e+00 	9.766e-04 	( 1.942e+00  3.773e+00 )
447   	5.202e-01 	2.441e-04 	( 1.941e+00  3.772e+00 )
448   	6.709e-01 	9.766e-04 	( 1.942e+00  3.772e+00 )
449   	1.128e+00 	9.766e-04 	( 1.942e+00  3.772e+00 )
450   	5.188e-01 	2.441e-04 	( 1.941e+00  3.771e+00 )
451   	6.658e-01 	9.766e-04 	( 1.941e+00  3.771e+00 )
452   	1.114e+00 	9.766e-04 	( 1.941e+00  3.771e+00 )
453   	5.174e-01 	2.441e-04 	( 1.941e+00  3.770e+00 )
454   	6.609e-01 	9.766e-04 	( 1.941e+00  3.770e+00 )
455   	1.100e+00 	9.766e-04 	( 1.941e+00  3.770e+00 )
456   	5.160e-01 	2.441e-04 	( 1.941e+00  3.769e+00 )
457   	6.561e-01 	9.766e-04 	( 1.941e+00  3.769e+00 )
458   	1.087e+00 	9.766e-04 	( 1.941e+00  3.769e+00 )
459   	5.147e-01 	2.441e-04 	( 1.940e+00  3.768e+00 )
460   	6.515e-01 	9.766e-04 	( 1.941e+00  3.768e+00 )
461   	1.074e+00 	9.766e-04 	( 1.941e+00  3.768e+00 )
462   	5.135e-01 	2.441e-04 	( 1.940e+00  3.767e+00 )
463   	6.470e-01 	9.766e-04 	( 1.940e+00  3.767e+00 )
464   	1.061e+00 	9.766e-04 	( 1.940e+00  3.767e+00 )
465   	5.123e-01 	2.441e-04 	( 1.940e+00  3.766e+00 )
466   	6.426e-01 	9.766e-04 	( 1.940e+00  3.766e+00 )
467   	1.049e+00 	9.766e-04 	( 1.940e+00  3.766e+00 )
468   	5.111e-01 	2.441e-04 	( 1.940e+00  3.765e+00 )
469   	2.387e+00 	3.906e-03 	( 1.940e+00  3.765e+00 )
470   	6.893e-01 	2.441e-04 	( 1.940e+00  3.763e+00 )
471   	1.176e+00 	9.766e-04 	( 1.940e+00  3.763e+00 )
472   	5.239e-01 	2.441e-04 	( 1.939e+00  3.763e+00 )
473   	6.844e-01 	9.766e-04 	( 1.939e+00  3.763e+00 )
474   	1.162e+00 	9.766e-04 	( 1.939e+00  3.762e+00 )
475   	5.225e-01 	2.441e-04 	( 1.939e+00  3.762e+00 )
476   	6.795e-01 	9.766e-04 	( 1.939e+00  3.762e+00 )
477   	1.149e+00 	9.766e-04 	( 1.939e+00  3.761e+00 )
478   	5.212e-01 	2.441e-04 	( 1.938e+00  3.761e+00 )
479   	6.749e-01 	9.766e-04 	( 1.939e+00  3.761e+00 )
480   	1.136e+00 	9.766e-04 	( 1.939e+00  3.760e+00 )
481   	5.199e-01 	2.441e-04 	( 1.938e+00  3.760e+00 )
482   	6.703e-01 	9.766e-04 	( 1.938e+00  3.760e+00 )
483   	1.124e+00 	9.766e-04 	( 1.938e+00  3.759e+00 )
484   	5.186e-01 	2.441e-04 	( 1.938e+00  3.759e+00 )
485   	6.660e-01 	9.766e-04 	( 1.938e+00  3.759e+00 )
486   	1.111e+00 	9.766e-04 	( 1.938e+00  3.758e+00 )
487   	5.174e-01 	2.441e-04 	( 1.938e+00  3.758e+00 )
488   	6.617e-01 	9.766e-04 	( 1.938e+00  3.758e+00 )
489   	1.100e+00 	9.766e-04 	( 1.938e+00  3.757e+00 )
490   	5.162e-01 	2.441e-04 	( 1.937e+00  3.757e+00 )
491   	6.576e-01 	9.766e-04 	( 1.938e+00  3.757e+00 )
492   	1.088e+00 	9.766e-04 	( 1.938e+00  3.756e+00 )
493   	5.151e-01 	2.441e-04 	( 1.937e+00  3.756e+00 )
494   	6.535e-01 	9.766e-04 	( 1.937e+00  3.756e+00 )
495   	1.077e+00 	9.766e-04 	( 1.937e+00  3.755e+00 )
496   	5.140e-01 	2.441e-04 	( 1.937e+00  3.755e+00 )
497   	6.497e-01 	9.766e-04 	( 1.937e+00  3.755e+00 )
498   	1.066e+00 	9.766e-04 	( 1.937e+00  3.754e+00 )
499   	5.129e-01 	2.441e-04 	( 1.937e+00  3.754e+00 )
500   	6.459e-01 	9.766e-04 	( 1.937e+00  3.754e+00 )
501   	1.055e+00 	9.766e-04 	( 1.937e+00  3.753e+00 )
502   	5.119e-01 	2.441e-04 	( 1.936e+00  3.753e+00 )
503   	6.422e-01 	9.766e-04 	( 1.937e+00  3.753e+00 )
504   	1.045e+00 	9.766e-04 	( 1.937e+00  3.752e+00 )
505   	5.109e-01 	2.441e-04 	( 1.936e+00  3.752e+00 )
506   	6.387e-01 	9.766e-04 	( 1.936e+00  3.752e+00 )
507   	1.035e+00 	9.766e-04 	( 1.936e+00  3.751e+00 )
508   	5.099e-01 	2.441e-04 	( 1.936e+00  3.751e+00 )
509   	2.371e+00 	3.906e-03 	( 1.936e+00  3.751e+00 )
510   	6.908e-01 	2.441e-04 	( 1.936e+00  3.749e+00 )
511   	1.176e+00 	9.766e-04 	( 1.936e+00  3.749e+00 )
512   	5.244e-01 	2.441e-04 	( 1.935e+00  3.749e+00 )
513   	6.866e-01 	9.766e-04 	( 1.935e+00  3.748e+00 )
514   	1.164e+00 	9.766e-04 	( 1.936e+00  3.748e+00 )
515   	5.232e-01 	2.441e-04 	( 1.935e+00  3.748e+00 )
516   	6.826e-01 	9.766e-04 	( 1.935e+00  3.747e+00 )
517   	1.153e+00 	9.766e-04 	( 1.935e+00  3.747e+00 )
518   	5.221e-01 	2.441e-04 	( 1.935e+00  3.747e+00 )
519   	6.787e-01 	9.766e-04 	( 1.935e+00  3.746e+00 )
520   	1.143e+00 	9.766e-04 	( 1.935e+00  3.746e+00 )
521   	5.210e-01 	2.441e-04 	( 1.934e+00  3.746e+00 )
522   	6.749e-01 	9.766e-04 	( 1.935e+00  3.745e+00 )
523   	1.132e+00 	9.766e-04 	( 1.935e+00  3.745e+00 )
524   	5.199e-01 	2.441e-04 	( 1.934e+00  3.745e+00 )
525   	6.711e-01 	9.766e-04 	( 1.934e+00  3.744e+00 )
526   	1.122e+00 	9.766e-04 	( 1.935e+00  3.744e+00 )
527   	5.189e-01 	2.441e-04 	( 1.934e+00  3.744e+00 )
528   	6.675e-01 	9.766e-04 	( 1.934e+00  3.743e+00 )
529   	1.112e+00 	9.766e-04 	( 1.934e+00  3.743e+00 )
530   	5.178e-01 	2.441e-04 	( 1.934e+00  3.743e+00 )
531   	6.640e-01 	9.766e-04 	( 1.934e+00  3.742e+00 )
532   	1.102e+00 	9.766e-04 	( 1.934e+00  3.742e+00 )
533   	5.169e-01 	2.441e-04 	( 1.933e+00  3.742e+00 )
534   	6.606e-01 	9.766e-04 	( 1.934e+00  3.741e+00 )
535   	1.093e+00 	9.766e-04 	( 1.934e+00  3.741e+00 )
536   	5.159e-01 	2.441e-04 	( 1.933e+00  3.741e+00 )
537   	6.573e-01 	9.766e-04 	( 1.933e+00  3.740e+00 )
538   	1.084e+00 	9.766e-04 	( 1.933e+00  3.740e+00 )
539   	5.150e-01 	2.441e-04 	( 1.933e+00  3.740e+00 )
540   	6.541e-01 	9.766e-04 	( 1.933e+00  3.739e+00 )
541   	1.075e+00 	9.766e-04 	( 1.933e+00  3.739e+00 )
542   	5.141e-01 	2.441e-04 	( 1.933e+00  3.739e+00 )
543   	6.510e-01 	9.766e-04 	( 1.933e+00  3.739e+00 )
544   	1.066e+00 	9.766e-04 	( 1.933e+00  3.738e+00 )
545   	5.132e-01 	2.441e-04 	( 1.932e+00  3.738e+00 )
546   	6.479e-01 	9.766e-04 	( 1.933e+00  3.738e+00 )
547   	1.058e+00 	9.766e-04 	( 1.933e+00  3.737e+00 )
548   	5.123e-01 	2.441e-04 	( 1.932e+00  3.737e+00 )
549   	6.449e-01 	9.766e-04 	( 1.932e+00  3.737e+00 )
550   	1.049e+00 	9.766e-04 	( 1.932e+00  3.736e+00 )
551   	5.115e-01 	2.441e-04 	( 1.932e+00  3.736e+00 )
552   	6.421e-01 	9.766e-04 	( 1.932e+00  3.736e+00 )
553   	1.041e+00 	9.766e-04 	( 1.932e+00  3.735e+00 )
554   	5.107e-01 	2.441e-04 	( 1.932e+00  3.735e+00 )
555   	6.393e-01 	9.766e-04 	( 1.932e+00  3.735e+00 )
556   	1.033e+00 	9.766e-04 	( 1.932e+00  3.734e+00 )
557   	5.099e-01 	2.441e-04 	( 1.931e+00  3.734e+00 )
558   	6.365e-01 	9.766e-04 	( 1.932e+00  3.734e+00 )
559   	1.025e+00 	9.766e-04 	( 1.932e+00  3.733e+00 )
560   	5.091e-01 	2.441e-04 	( 1.931e+00  3.733e+00 )
561   	2.371e+00 	3.906e-03 	( 1.931e+00  3.733e+00 )
562   	6.962e-01 	2.441e-04 	( 1.932e+00  3.731e+00 )
563   	1.185e+00 	9.766e-04 	( 1.931e+00  3.731e+00 )
564   	5.261e-01 	2.441e-04 	( 1.930e+00  3.730e+00 )
565   	6.930e-01 	9.766e-04 	( 1.931e+00  3.730e+00 )
566   	1.176e+00 	9.766e-04 	( 1.931e+00  3.730e+00 )
567   	5.252e-01 	2.441e-04 	( 1.930e+00  3.729e+00 )
568   	6.898e-01 	9.766e-04 	( 1.930e+00  3.729e+00 )
569   	1.168e+00 	9.766e-04 	( 1.931e+00  3.729e+00 )
570   	5.243e-01 	2.441e-04 	( 1.930e+00  3.728e+00 )
571   	6.867e-01 	9.766e-04 	( 1.930e+00  3.728e+00 )
572   	1.159e+00 	9.766e-04 	( 1.930e+00  3.728e+00 )
573   	5.234e-01 	2.441e-04 	( 1.930e+00  3.727e+00 )
574   	6.837e-01 	9.766e-04 	( 1.930e+00  3.727e+00 )
575   	1.151e+00 	9.766e-04 	( 1.930e+00  3.727e+00 )
576   	5.225e-01 	2.441e-04 	( 1.929e+00  3.726e+00 )
577   	6.808e-01 	9.766e-04 	( 1.930e+00  3.726e+00 )
578   	1.143e+00 	9.766e-04 	( 1.930e+00  3.726e+00 )
579   	5.216e-01 	2.441e-04 	( 1.929e+00  3.725e+00 )
580   	6.779e-01 	9.766e-04 	( 1.929e+00  3.725e+00 )
581   	1.135e+00 	9.766e-04 	( 1.930e+00  3.725e+00 )
582   	5.208e-01 	2.441e-04 	( 1.929e+00  3.724e+00 )
583   	6.751e-01 	9.766e-04 	( 1.929e+00  3.724e+00 )
584   	1.128e+00 	9.766e-04 	( 1.929e+00  3.724e+00 )
585   	5.200e-01 	2.441e-04 	( 1.929e+00  3.723e+00 )
586   	6.724e-01 	9.766e-04 	( 1.929e+00  3.723e+00 )
587   	1.120e+00 	9.766e-04 	( 1.929e+00  3.723e+00 )
588   	5.192e-01 	2.441e-04 	( 1.928e+00  3.722e+00 )
589   	6.698e-01 	9.766e-04 	( 1.929e+00  3.722e+00 )
590   	1.113e+00 	9.766e-04 	( 1.929e+00  3.722e+00 )
591   	5.185e-01 	2.441e-04 	( 1.928e+00  3.721e+00 )
592   	6.672e-01 	9.766e-04 	( 1.928e+00  3.721e+00 )
593   	1.106e+00 	9.766e-04 	( 1.928e+00  3.721e+00 )
594   	5.177e-01 	2.441e-04 	( 1.928e+00  3.720e+00 )
595   	6.647e-01 	9.766e-04 	( 1.928e+00  3.720e+00 )
596   	1.099e+00 	9.766e-04 	( 1.928e+00  3.720e+00 )
597   	5.170e-01 	2.441e-04 	( 1.928e+00  3.719e+00 )
598   	6.623e-01 	9.766e-04 	( 1.928e+00  3.719e+00 )
599   	1.092e+00 	9.766e-04 	( 1.928e+00  3.719e+00 )
600   	5.163e-01 	2.441e-04 	( 1.927e+00  3.718e+00 )
601   	6.599e-01 	9.766e-04 	( 1.928e+00  3.718e+00 )
602   	1.086e+00 	9.766e-04 	( 1.928e+00  3.718e+00 )
603   	5.156e-01 	2.441e-04 	( 1.927e+00  3.717e+00 )
604   	6.576e-01 	9.766e-04 	( 1.927e+00  3.717e+00 )
605   	1.079e+00 	9.766e-04 	( 1.927e+00  3.717e+00 )
606   	5.150e-01 	2.441e-04 	( 1.927e+00  3.716e+00 )
607   	6.554e-01 	9.766e-04 	( 1.927e+00  3.716e+00 )
608   	1.073e+00 	9.766e-04 	( 1.927e+00  3.716e+00 )
609   	5.143e-01 	2.441e-04 	( 1.927e+00  3.715e+00 )
610   	6.532e-01 	9.766e-04 	( 1.927e+00  3.715e+00 )
611   	1.067e+00 	9.766e-04 	( 1.927e+00  3.715e+00 )
612   	5.137e-01 	2.441e-04 	( 1.926e+00  3.714e+00 )
613   	6.510e-01 	9.766e-04 	( 1.927e+00  3.714e+00 )
614   	1.061e+00 	9.766e-04 	( 1.927e+00  3.714e+00 )
615   	5.131e-01 	2.441e-04 	( 1.926e+00  3.713e+00 )
616   	6.489e-01 	9.766e-04 	( 1.926e+00  3.713e+00 )
617   	1.055e+00 	9.766e-04 	( 1.926e+00  3.713e+00 )
618   	5.125e-01 	2.441e-04 	( 1.926e+00  3.712e+00 )
619   	6.469e-01 	9.766e-04 	( 1.926e+00  3.712e+00 )
620   	1.050e+00 	9.766e-04 	( 1.926e+00  3.712e+00 )
621   	5.119e-01 	2.441e-04 	( 1.926e+00  3.711e+00 )
622   	6.449e-01 	9.766e-04 	( 1.926e+00  3.711e+00 )
623   	1.044e+00 	9.766e-04 	( 1.926e+00  3.711e+00 )
624   	5.113e-01 	2.441e-04 	( 1.925e+00  3.710e+00 )
625   	6.430e-01 	9.766e-04 	( 1.926e+00  3.710e+00 )
626   	1.039e+00 	9.766e-04 	( 1.926e+00  3.710e+00 )
627   	5.108e-01 	2.441e-04 	( 1.925e+00  3.709e+00 )
628   	6.411e-01 	9.766e-04 	( 1.925e+00  3.709e+00 )
629   	1.033e+00 	9.766e-04 	( 1.925e+00  3.709e+00 )
630   	5.102e-01 	2.441e-04 	( 1.925e+00  3.708e+00 )
631   	6.393e-01 	9.766e-04 	( 1.925e+00  3.708e+00 )
632   	1.028e+00 	9.766e-04 	( 1.925e+00  3.708e+00 )
633   	5.097e-01 	2.441e-04 	( 1.925e+00  3.707e+00 )
634   	6.375e-01 	9.766e-04 	( 1.925e+00  3.707e+00 )
635   	1.023e+00 	9.766e-04 	( 1.925e+00  3.707e+00 )
636   	5.092e-01 	2.441e-04 	( 1.924e+00  3.707e+00 )
637   	6.358e-01 	9.766e-04 	( 1.925e+00  3.706e+00 )
638   	1.018e+00 	9.766e-04 	( 1.925e+00  3.706e+00 )
639   	5.087e-01 	2.441e-04 	( 1.924e+00  3.706e+00 )
640   	6.341e-01 	9.766e-04 	( 1.924e+00  3.705e+00 )
641   	1.014e+00 	9.766e-04 	( 1.924e+00  3.705e+00 )
642   	5.082e-01 	2.441e-04 	( 1.924e+00  3.705e+00 )
643   	6.325e-01 	9.766e-04 	( 1.924e+00  3.704e+00 )
644   	1.009e+00 	9.766e-04 	( 1.924e+00  3.704e+00 )
645   	5.077e-01 	2.441e-04 	( 1.924e+00  3.704e+00 )
646   	6.309e-01 	9.766e-04 	( 1.924e+00  3.703e+00 )
647   	1.004e+00 	9.766e-04 	( 1.924e+00  3.703e+00 )
648   	5.072e-01 	2.441e-04 	( 1.923e+00  3.703e+00 )
649   	2.354e+00 	3.906e-03 	( 1.924e+00  3.702e+00 )
650   	7.021e-01 	2.441e-04 	( 1.924e+00  3.700e+00 )
651   	1.192e+00 	9.766e-04 	( 1.923e+00  3.700e+00 )
652   	5.281e-01 	2.441e-04 	( 1.923e+00  3.700e+00 )
653   	7.002e-01 	9.766e-04 	( 1.923e+00  3.700e+00 )
654   	1.187e+00 	9.766e-04 	( 1.923e+00  3.699e+00 )
655   	5.275e-01 	2.441e-04 	( 1.922e+00  3.699e+00 )
656   	6.983e-01 	9.766e-04 	( 1.923e+00  3.699e+00 )
657   	1.181e+00 	9.766e-04 	( 1.923e+00  3.698e+00 )
658   	5.270e-01 	2.441e-04 	( 1.922e+00  3.698e+00 )
659   	6.964e-01 	9.766e-04 	( 1.922e+00  3.698e+00 )
660   	1.176e+00 	9.766e-04 	( 1.922e+00  3.697e+00 )
661   	5.264e-01 	2.441e-04 	( 1.922e+00  3.697e+00 )
662   	6.946e-01 	9.766e-04 	( 1.922e+00  3.697e+00 )
663   	1.172e+00 	9.766e-04 	( 1.922e+00  3.697e+00 )
664   	5.259e-01 	2.441e-04 	( 1.922e+00  3.696e+00 )
665   	6.929e-01 	9.766e-04 	( 1.922e+00  3.696e+00 )
666   	1.167e+00 	9.766e-04 	( 1.922e+00  3.696e+00 )
667   	5.254e-01 	2.441e-04 	( 1.921e+00  3.695e+00 )
668   	6.912e-01 	9.766e-04 	( 1.922e+00  3.695e+00 )
669   	1.162e+00 	9.766e-04 	( 1.922e+00  3.695e+00 )
670   	5.249e-01 	2.441e-04 	( 1.921e+00  3.694e+00 )
671   	6.895e-01 	9.766e-04 	( 1.921e+00  3.694e+00 )
672   	1.158e+00 	9.766e-04 	( 1.921e+00  3.694e+00 )
673   	5.244e-01 	2.441e-04 	( 1.921e+00  3.693e+00 )
674   	6.879e-01 	9.766e-04 	( 1.921e+00  3.693e+00 )
675   	1.153e+00 	9.766e-04 	( 1.921e+00  3.693e+00 )
676   	5.239e-01 	2.441e-04 	( 1.921e+00  3.692e+00 )
677   	6.864e-01 	9.766e-04 	( 1.921e+00  3.692e+00 )
678   	1.149e+00 	9.766e-04 	( 1.921e+00  3.692e+00 )
679   	5.234e-01 	2.441e-04 	( 1.920e+00  3.691e+00 )
680   	6.848e-01 	9.766e-04 	( 1.921e+00  3.691e+00 )
681   	1.145e+00 	9.766e-04 	( 1.921e+00  3.691e+00 )
682   	5.230e-01 	2.441e-04 	( 1.920e+00  3.690e+00 )
683   	6.833e-01 	9.766e-04 	( 1.920e+00  3.690e+00 )
684   	1.141e+00 	9.766e-04 	( 1.920e+00  3.690e+00 )
685   	5.225e-01 	2.441e-04 	( 1.920e+00  3.689e+00 )
686   	6.819e-01 	9.766e-04 	( 1.920e+00  3.689e+00 )
687   	1.137e+00 	9.766e-04 	( 1.920e+00  3.689e+00 )
688   	5.221e-01 	2.441e-04 	( 1.920e+00  3.688e+00 )
689   	6.805e-01 	9.766e-04 	( 1.920e+00  3.688e+00 )
690   	1.133e+00 	9.766e-04 	( 1.920e+00  3.688e+00 )
691   	5.217e-01 	2.441e-04 	( 1.919e+00  3.687e+00 )
692   	6.791e-01 	9.766e-04 	( 1.920e+00  3.687e+00 )
693   	1.129e+00 	9.766e-04 	( 1.920e+00  3.687e+00 )
694   	5.212e-01 	2.441e-04 	( 1.919e+00  3.686e+00 )
695   	6.778e-01 	9.766e-04 	( 1.919e+00  3.686e+00 )
696   	1.125e+00 	9.766e-04 	( 1.919e+00  3.686e+00 )
697   	5.208e-01 	2.441e-04 	( 1.919e+00  3.685e+00 )
698   	6.765e-01 	9.766e-04 	( 1.919e+00  3.685e+00 )
699   	1.122e+00 	9.766e-04 	( 1.919e+00  3.685e+00 )
700   	5.205e-01 	2.441e-04 	( 1.919e+00  3.684e+00 )
701   	6.753e-01 	9.766e-04 	( 1.919e+00  3.684e+00 )
702   	1.118e+00 	9.766e-04 	( 1.919e+00  3.684e+00 )
703   	5.201e-01 	2.441e-04 	( 1.918e+00  3.683e+00 )
704   	6.740e-01 	9.766e-04 	( 1.919e+00  3.683e+00 )
705   	1.115e+00 	9.766e-04 	( 1.919e+00  3.683e+00 )
706   	5.197e-01 	2.441e-04 	( 1.918e+00  3.682e+00 )
707   	6.729e-01 	9.766e-04 	( 1.918e+00  3.682e+00 )
708   	1.112e+00 	9.766e-04 	( 1.918e+00  3.682e+00 )
709   	5.194e-01 	2.441e-04 	( 1.918e+00  3.681e+00 )
710   	6.717e-01 	9.766e-04 	( 1.918e+00  3.681e+00 )
711   	1.108e+00 	9.766e-04 	( 1.918e+00  3.681e+00 )
712   	5.190e-01 	2.441e-04 	( 1.918e+00  3.680e+00 )
713   	6.706e-01 	9.766e-04 	( 1.918e+00  3.680e+00 )
714   	1.105e+00 	9.766e-04 	( 1.918e+00  3.680e+00 )
715   	5.187e-01 	2.441e-04 	( 1.917e+00  3.679e+00 )
716   	6.695e-01 	9.766e-04 	( 1.917e+00  3.679e+00 )
717   	1.102e+00 	9.766e-04 	( 1.918e+00  3.679e+00 )
718   	5.184e-01 	2.441e-04 	( 1.917e+00  3.678e+00 )
719   	6.685e-01 	9.766e-04 	( 1.917e+00  3.678e+00 )
720   	1.099e+00 	9.766e-04 	( 1.917e+00  3.678e+00 )
721   	5.180e-01 	2.441e-04 	( 1.917e+00  3.677e+00 )
722   	6.674e-01 	9.766e-04 	( 1.917e+00  3.677e+00 )
723   	1.096e+00 	9.766e-04 	( 1.917e+00  3.677e+00 )
724   	5.177e-01 	2.441e-04 	( 1.917e+00  3.676e+00 )
725   	6.664e-01 	9.766e-04 	( 1.917e+00  3.676e+00 )
726   	1.093e+00 	9.766e-04 	( 1.917e+00  3.676e+00 )
727   	5.174e-01 	2.441e-04 	( 1.916e+00  3.675e+00 )
728   	6.655e-01 	9.766e-04 	( 1.916e+00  3.675e+00 )
729   	1.091e+00 	9.766e-04 	( 1.917e+00  3.675e+00 )
730   	5.171e-01 	2.441e-04 	( 1.916e+00  3.675e+00 )
731   	6.646e-01 	9.766e-04 	( 1.916e+00  3.674e+00 )
732   	1.088e+00 	9.766e-04 	( 1.916e+00  3.674e+00 )
733   	5.169e-01 	2.441e-04 	( 1.916e+00  3.674e+00 )
734   	6.637e-01 	9.766e-04 	( 1.916e+00  3.673e+00 )
735   	1.085e+00 	9.766e-04 	( 1.916e+00  3.673e+00 )
736   	5.166e-01 	2.441e-04 	( 1.915e+00  3.673e+00 )
737   	6.628e-01 	9.766e-04 	( 1.916e+00  3.672e+00 )
738   	1.083e+00 	9.766e-04 	( 1.916e+00  3.672e+00 )
739   	5.163e-01 	2.441e-04 	( 1.915e+00  3.672e+00 )
740   	6.619e-01 	9.766e-04 	( 1.915e+00  3.671e+00 )
741   	1.081e+00 	9.766e-04 	( 1.916e+00  3.671e+00 )
742   	5.161e-01 	2.441e-04 	( 1.915e+00  3.671e+00 )
743   	6.611e-01 	9.766e-04 	( 1.915e+00  3.670e+00 )
744   	1.078e+00 	9.766e-04 	( 1.915e+00  3.670e+00 )
745   	5.158e-01 	2.441e-04 	( 1.915e+00  3.670e+00 )
746   	6.603e-01 	9.766e-04 	( 1.915e+00  3.669e+00 )
747   	1.076e+00 	9.766e-04 	( 1.915e+00  3.669e+00 )
748   	5.156e-01 	2.441e-04 	( 1.914e+00  3.669e+00 )
749   	6.595e-01 	9.766e-04 	( 1.915e+00  3.668e+00 )
